Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1253,535352080,50,RL,80.0,8480,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,442.0,Unf,0.0,390.0,832.0,GasA,3,Y,SBrkr,832,384,0,1216,0.0,0.0,1,0,2,1,3,6,7,0,0,Detchd,1947.0,1,1.0,336.0,3,3,Y,158,0,102,0,0,0,0,No Fence,None,0,10,2008,COD,118500
1337,903227080,50,RM,50.0,6000,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,862.0,862.0,GasA,3,Y,SBrkr,950,208,0,1158,0.0,0.0,1,0,3,1,3,5,7,1,4,BuiltIn,1929.0,2,1.0,208.0,3,3,Y,0,0,112,0,0,0,0,No Fence,None,0,7,2008,WD ,120000
1788,528439040,20,RL,74.0,8847,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,4,3,PConc,4,3,3,GLQ,769.0,Unf,0.0,769.0,1538.0,GasA,5,Y,SBrkr,1538,0,0,1538,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,484.0,3,3,Y,146,40,0,0,0,0,0,No Fence,None,0,12,2007,WD ,260000
141,535152130,20,RL,0.0,8050,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,3,3,CBlock,3,3,1,BLQ,856.0,Rec,162.0,125.0,1143.0,GasA,3,Y,SBrkr,1143,0,0,1143,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1959.0,2,1.0,308.0,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,5,2010,WD ,136000
1669,527404140,20,RL,70.0,8294,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,858.0,858.0,GasA,3,Y,SBrkr,872,0,0,872,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1974.0,1,4.0,480.0,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,6,2007,WD ,123000
1366,903458110,50,RM,0.0,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,Unf,0.0,Unf,0.0,319.0,319.0,GasA,3,Y,FuseA,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,7,0,0,No Garage,No Garage,0,0.0,0.0,0,0,N,0,144,0,0,0,0,0,MnPrv,None,0,3,2008,WD ,89500
52,528218150,20,RL,100.0,18494,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,5,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2005.0,3,2.0,430.0,3,3,Y,36,23,0,0,0,0,0,No Fence,None,0,1,2010,WD ,199500
1380,905104080,20,RL,0.0,7162,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,1,Unf,0.0,Unf,0.0,876.0,876.0,GasA,3,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1966.0,1,1.0,408.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,12,2008,WD ,109900
919,909257050,70,RL,53.0,10918,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,3,1,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,5,Y,SBrkr,1276,804,0,2080,0.0,0.0,1,1,3,1,4,9,7,2,4,Detchd,1926.0,1,1.0,282.0,3,3,Y,0,0,0,0,145,0,0,MnPrv,None,0,6,2009,WD ,234000
2804,907290230,120,RM,37.0,4435,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,2,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,5,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,3,7,1,4,Attchd,2004.0,2,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,No Fence,None,0,5,2006,WD ,155900
782,905229040,50,RL,0.0,11250,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,Unf,0.0,Unf,0.0,1104.0,1104.0,GasA,5,Y,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,5,2,3,Attchd,1957.0,1,1.0,304.0,3,3,Y,120,0,0,0,0,0,0,No Fence,None,0,11,2009,WD ,161500
956,916176030,20,RL,0.0,14375,Pave,No Alley Access,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,3,3,1,GLQ,111.0,Rec,354.0,354.0,819.0,GasA,4,Y,FuseA,1344,0,0,1344,0.0,1.0,1,0,3,1,4,7,7,1,4,Basment,1958.0,2,2.0,525.0,3,3,Y,0,118,0,0,233,0,0,No Fence,None,0,1,2009,COD,137500
187,902401060,190,RM,100.0,9045,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3,3,2,Unf,0.0,Unf,0.0,840.0,840.0,Grav,2,N,FuseF,1128,1128,0,2256,0.0,0.0,2,0,4,2,2,12,7,0,0,No Garage,No Garage,0,0.0,0.0,0,0,N,0,18,18,0,0,0,0,No Fence,None,0,6,2010,WD ,76500
2074,905352180,60,RL,97.0,10029,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,4,3,PConc,4,3,1,GLQ,831.0,Unf,0.0,320.0,1151.0,GasA,3,Y,SBrkr,1164,896,0,2060,0.0,1.0,2,1,4,1,3,8,7,1,3,Attchd,1988.0,1,2.0,521.0,3,3,Y,0,228,0,0,192,0,0,No Fence,None,0,9,2007,WD ,211000
1039,527427110,120,RH,34.0,4060,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,GLQ,266.0,Unf,0.0,1139.0,1405.0,GasA,5,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,1998.0,3,2.0,511.0,3,3,Y,144,68,0,0,0,0,0,No Fence,None,0,8,2008,COD,181000
1210,534401130,80,RL,82.0,9020,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,4,Rec,312.0,ALQ,539.0,276.0,1127.0,GasA,3,Y,SBrkr,1165,0,0,1165,1.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1966.0,2,2.0,490.0,4,4,Y,0,129,0,0,0,0,0,GdPrv,None,0,5,2008,WD ,174900
2710,905103140,80,RL,96.0,11777,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,3,3,CBlock,3,3,3,LwQ,328.0,ALQ,551.0,285.0,1164.0,GasA,5,Y,SBrkr,1320,0,0,1320,1.0,0.0,1,0,3,1,3,6,7,2,2,Attchd,1966.0,2,2.0,564.0,3,3,Y,160,68,240,0,0,0,0,No Fence,None,0,5,2006,WD ,164500
44,528138060,20,RL,70.0,10171,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4,3,1,GLQ,2.0,Unf,0.0,1515.0,1517.0,GasA,5,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2004.0,2,2.0,532.0,3,3,Y,0,0,0,0,0,0,0,No Fence,None,0,3,2010,WD ,214000
1026,527354160,60,RL,80.0,10400,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4,3,2,Unf,0.0,Unf,0.0,738.0,738.0,GasA,3,Y,SBrkr,1277,767,0,2044,0.0,0.0,2,1,3,1,3,7,6,1,3,Attchd,1980.0,1,2.0,489.0,3,3,Y,28,73,0,0,0,0,0,No Fence,None,0,3,2008,WD ,185000
1343,903231080,50,RM,52.0,6240,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,5,Y,SBrkr,624,512,0,1136,0.0,1.0,1,0,2,1,3,6,7,0,0,Detchd,1990.0,1,1.0,336.0,3,3,Y,0,365,80,0,0,0,0,No Fence,None,0,8,2008,WD ,123000
2248,914452090,85,RL,0.0,12150,Pave,No Alley Access,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,CBlock,4,3,3,GLQ,1001.0,Unf,0.0,0.0,1001.0,GasA,3,Y,SBrkr,1299,0,0,1299,1.0,0.0,2,0,2,1,4,5,7,1,1,BuiltIn,1979.0,2,2.0,486.0,3,3,Y,84,0,222,0,0,0,0,MnPrv,None,0,1,2007,WD ,183500
1849,533236040,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,776.0,776.0,GasA,5,Y,SBrkr,764,677,0,1441,0.0,0.0,2,1,2,1,4,5,7,0,0,Detchd,1999.0,1,2.0,492.0,3,3,Y,206,0,0,0,0,0,0,No Fence,None,0,11,2007,WD ,174000
2076,905377020,20,RL,0.0,22692,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,587.0,Unf,0.0,486.0,1073.0,GasA,3,Y,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,3,6,4,1,3,Detchd,1953.0,1,2.0,649.0,3,3,P,0,64,0,0,0,0,0,No Fence,None,0,3,2007,COD,130000
2641,902106040,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,4,1,LwQ,16.0,Unf,0.0,712.0,728.0,GasA,5,Y,SBrkr,832,809,0,1641,0.0,1.0,1,1,3,1,5,6,7,1,4,Detchd,1925.0,1,2.0,546.0,2,3,Y,0,0,234,0,0,0,0,No Fence,None,0,8,2006,WD ,178000
5,527105010,60,RL,74.0,13830,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,GLQ,791.0,Unf,0.0,137.0,928.0,GasA,4,Y,SBrkr,928,701,0,1629,0.0,0.0,2,1,3,1,3,6,7,1,3,Attchd,1997.0,3,2.0,482.0,3,3,Y,212,34,0,0,0,0,0,MnPrv,None,0,3,2010,WD ,189900
878,907290180,120,RM,0.0,4435,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,5,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,4,7,0,0,Attchd,2003.0,3,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,No Fence,None,0,6,2009,WD ,144000
1548,910202100,30,RM,0.0,5890,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,3,ALQ,538.0,Unf,0.0,278.0,816.0,GasA,5,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,2002.0,1,1.0,432.0,3,3,Y,0,0,96,0,0,0,0,No Fence,None,0,6,2008,WD ,120500
841,907135040,20,RL,112.0,10859,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1097.0,1097.0,GasA,5,Y,SBrkr,1097,0,0,1097,0.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1995.0,1,2.0,672.0,3,3,Y,392,64,0,0,0,0,0,No Fence,None,0,6,2009,WD ,145000
1621,527126030,120,RL,41.0,5330,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,3,GLQ,1196.0,Unf,0.0,298.0,1494.0,GasA,5,Y,SBrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,5,6,7,0,0,Attchd,2000.0,2,2.0,499.0,3,3,Y,96,48,0,0,0,0,0,No Fence,None,0,8,2007,WD ,251000
218,905101310,90,RL,72.0,10778,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,3,N,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,3,8,7,0,0,No Garage,No Garage,0,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,No Fence,None,0,4,2010,WD ,136500
1504,908204160,90,RL,74.0,6845,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,3,3,Slab,0,0,0,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,3,N,FuseF,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,7,0,0,No Garage,No Garage,0,0.0,0.0,0,0,N,0,0,0,0,0,0,0,No Fence,None,0,7,2008,WD ,82500
946,912251110,30,I (all),109.0,21780,Grvl,No Alley Access,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,0,0,0,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,3,N,FuseA,810,0,0,810,0.0,0.0,1,0,1,1,3,4,6,0,0,Detchd,1975.0,1,1.0,280.0,3,3,N,119,24,0,0,0,0,0,No Fence,None,0,3,2009,ConLD,57625
455,528175050,120,RL,80.0,10307,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,4,3,PConc,4,3,1,GLQ,876.0,Unf,0.0,474.0,1350.0,GasA,5,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2008.0,2,2.0,484.0,3,3,Y,192,26,0,0,0,0,0,No Fence,None,0,5,2009,WD ,212500
2906,923203090,120,RM,32.0,4500,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5,3,1,GLQ,897.0,Unf,0.0,319.0,1216.0,GasA,5,Y,SBrkr,1216,0,0,1216,1.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1998.0,1,2.0,402.0,3,3,Y,0,125,0,0,0,0,0,No Fence,None,0,5,2006,WD ,164000
2878,910226060,50,RM,75.0,9060,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,967.0,967.0,GasA,4,Y,SBrkr,967,671,0,1638,0.0,0.0,2,0,4,1,4,6,7,0,0,Detchd,1957.0,1,1.0,384.0,3,3,Y,0,21,0,0,0,0,0,No Fence,None,0,4,2006,WD ,139000
1173,533217050,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4,3,1,BLQ,510.0,Unf,0.0,90.0,600.0,GasA,5,Y,SBrkr,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,7,0,0,Detchd,1999.0,1,2.0,462.0,3,3,Y,0,48,0,0,0,0,0,No Fence,None,0,3,2008,WD ,160000
985,923276260,85,RL,70.0,7669,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,PConc,4,3,3,GLQ,718.0,LwQ,110.0,0.0,828.0,GasA,3,Y,SBrkr,883,0,0,883,1.0,0.0,1,0,2,1,3,5,7,1,2,Detchd,1998.0,1,2.0,698.0,3,3,Y,100,32,0,0,0,0,0,GdPrv,None,0,6,2009,WD ,149000
975,923225490,20,RL,62.0,9858,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,BLQ,510.0,Unf,0.0,354.0,864.0,GasA,3,Y,SBrkr,874,0,0,874,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1968.0,2,1.0,288.0,3,3,Y,33,0,0,0,0,0,0,GdWo,Shed,600,11,2009,WD ,130000
202,903425110,70,RM,50.0,10300,Pave,No Alley Access,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,576.0,576.0,GasA,4,Y,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,7,0,0,Detchd,1990.0,1,2.0,480.0,3,3,Y,12,11,64,0,0,0,0,GdPrv,None,0,4,2010,WD ,140000
528,528480170,20,FV,65.0,8125,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1836.0,1836.0,GasA,5,Y,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,4,8,7,1,4,Attchd,2009.0,3,2.0,517.0,3,3,Y,0,175,0,0,0,0,0,No Fence,None,0,10,2009,New,264500
2579,535179050,20,RL,69.0,14850,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,895.0,Unf,0.0,197.0,1092.0,GasA,3,Y,FuseA,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,7,1,3,Attchd,1957.0,3,1.0,299.0,3,3,Y,268,0,0,0,122,0,0,MnWw,None,0,5,2006,WD ,141000
1841,533208040,120,FV,35.0,4274,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,1106.0,Unf,0.0,135.0,1241.0,GasA,5,Y,SBrkr,1241,0,0,1241,1.0,0.0,1,1,1,1,4,4,7,0,0,Attchd,2007.0,3,2.0,569.0,3,3,Y,0,116,0,0,0,0,0,No Fence,None,0,11,2007,New,199900
591,534152120,20,RL,80.0,9650,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,1,ALQ,686.0,Unf,0.0,664.0,1350.0,GasA,3,Y,SBrkr,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,7,1,3,Attchd,1977.0,2,2.0,630.0,3,3,Y,0,16,0,0,0,0,0,No Fence,None,0,4,2009,WD ,167900
1897,534425080,20,RL,0.0,14585,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3,3,1,BLQ,594.0,Rec,219.0,331.0,1144.0,GasA,5,Y,SBrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,7,2,4,Attchd,1960.0,1,2.0,572.0,3,3,Y,216,110,0,0,0,0,0,No Fence,None,0,6,2007,WD ,181900
70,528458110,20,FV,75.0,9000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,3,GLQ,1078.0,Unf,0.0,488.0,1566.0,GasA,5,Y,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2008.0,2,2.0,750.0,3,3,Y,144,168,0,0,0,0,0,No Fence,None,0,4,2010,WD ,262500
590,534151120,60,RL,0.0,13774,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,3,4,PConc,4,3,1,GLQ,432.0,Unf,0.0,476.0,908.0,GasA,5,Y,SBrkr,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,7,2,3,Attchd,1977.0,2,2.0,520.0,3,3,Y,321,72,0,0,156,0,0,No Fence,None,0,11,2009,WD ,230000
1172,533215080,120,FV,50.0,5119,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5,3,3,GLQ,1238.0,Unf,0.0,460.0,1698.0,GasA,5,Y,SBrkr,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,7,1,3,Attchd,1999.0,3,2.0,506.0,3,3,Y,97,65,0,0,0,0,0,No Fence,None,0,1,2008,CWD,328900
1714,528172070,20,RL,71.0,9254,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,GLQ,119.0,Unf,0.0,1602.0,1721.0,GasA,5,Y,SBrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,554.0,3,3,Y,168,27,0,0,0,0,0,No Fence,None,0,1,2007,WD ,232698
829,906380220,20,RL,95.0,10324,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,3,GLQ,872.0,Unf,0.0,382.0,1254.0,GasA,5,Y,SBrkr,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2008.0,2,3.0,810.0,3,3,Y,168,92,0,0,0,0,0,No Fence,None,0,3,2009,WD ,221800
